Filename,Red,Green,Blue
362369.jpg,43,41,42
361890.jpg,255,255,255
191265.jpg,48,11,18
9223372032559875019.jpg,0,2,0
201816.jpg,255,255,255
362341.jpg,220,213,194
238729.jpg,182,200,210
362427.jpg,217,203,177
188052.jpg,22,7,14
9223372032559883957.jpg,122,123,117
