Filename,Red,Green,Blue
9223372032559868948.jpg,224,222,209
9223372032559833794.jpg,127,97,59
9223372032559858135.jpg,255,255,255
9223372032559833964.jpg,255,255,255
9223372032559869303.jpg,255,255,255
9223372032559869465.jpg,219,238,234
9223372032559869471.jpg,174,133,45
9223372032559868828.jpg,254,254,254
9223372032559833838.jpg,195,164,179
9223372032559868814.jpg,224,225,207
9223372032559868800.jpg,243,230,222
9223372032559833804.jpg,217,209,198
9223372032559833637.jpg,3,3,3
9223372032559868633.jpg,210,211,213
9223372032559833623.jpg,145,128,120
9223372032559834164.jpg,255,255,255
9223372032559834170.jpg,160,138,117
9223372032559858257.jpg,192,219,246
9223372032559858243.jpg,156,208,255
9223372032559873788.jpg,255,255,255
9223372032559873777.jpg,163,110,34
365731.jpg,61,44,50
9223372032559858280.jpg,229,226,233
9223372032559873763.jpg,0,9,6
365725.jpg,66,49,41
365719.jpg,53,42,38
9223372032559873749.jpg,247,247,247
9223372032559873775.jpg,255,255,255
365727.jpg,227,166,0
9223372032559873761.jpg,255,255,211
9223372032559858282.jpg,28,29,23
9223372032559858269.jpg,255,255,255
9223372032559858255.jpg,107,154,206
9223372032559858241.jpg,255,253,255
9223372032559834166.jpg,222,238,254
9223372032559833609.jpg,3,4,6
9223372032559834172.jpg,0,0,0
9223372032559833635.jpg,80,79,49
9223372032559833621.jpg,0,0,0
9223372032559868802.jpg,255,184,30
9223372032559834199.jpg,255,255,255
9223372032559869467.jpg,240,241,236
9223372032559869301.jpg,3,0,0
9223372032559869473.jpg,7,0,0
9223372032559833966.jpg,13,19,43
9223372032559833972.jpg,37,37,35
9223372032559833782.jpg,189,193,202
9223372032559858123.jpg,155,202,254
9223372032559858137.jpg,1,1,1
9223372032559833796.jpg,0,0,0
9223372032559834210.jpg,255,255,255
9223372032559834204.jpg,255,255,255
9223372032559868547.jpg,10,18,37
9223372032559868553.jpg,113,117,92
9223372032559834238.jpg,17,0,0
9223372032559873826.jpg,180,124,41
9223372032559858321.jpg,0,0,0
9223372032559833580.jpg,0,0,0
365684.jpg,0,0,0
9223372032559868590.jpg,200,180,143
365690.jpg,239,225,198
9223372032559833594.jpg,255,255,255
